date,open,high,low,close,volume
2015-01-02,191.44,188.87,190.1,187.4,528284
2015-01-05,180.5,187.0,181.29,183.85,1828225
2015-01-06,186.28,182.96,173.88,175.68,1531758
2015-01-07,179.09,186.7,176.8,186.39,627041
2015-01-08,178.3,186.63,183.89,184.0,797562
2015-01-09,177.68,179.67,182.54,177.05,772103
2015-01-12,182.16,185.0,173.28,174.76,1038511
2015-01-13,178.39,182.0,178.8,179.61,965759
2015-01-14,172.3,177.83,173.52,177.8,793510
2015-01-15,176.87,176.18,173.69,174.98,557353
2015-01-16,171.72,173.33,169.53,175.42,1286597
2015-01-20,174.21,179.28,175.71,169.17,1129061
2015-01-21,173.35,176.0,174.3,170.07,781091
2015-01-22,171.7,176.09,175.85,174.5,1263199
2015-01-23,174.59,179.51,173.41,169.71,969076
2015-01-26,174.2,174.75,167.04,169.48,1064305
2015-01-27,175.06,173.9,169.0,171.6,1361158
2015-01-28,176.7,169.38,171.41,167.3,927671
2015-01-29,171.48,173.39,173.24,170.46,800888
2015-01-30,169.29,176.29,168.0,172.25,967175
2015-02-02,171.62,168.5,168.01,173.1,1098673
2015-02-03,176.81,177.6,175.07,172.6,1236017
2015-02-04,158.1,158.65,142.1,144.33,10953113
2015-02-05,141.32,144.4,136.7,147.79,4514361
2015-02-06,142.74,144.96,142.9,144.28,2440402
2015-02-09,142.04,144.48,135.2,142.49,2023171
2015-02-10,139.91,140.49,139.42,140.03,1829858
2015-02-11,142.06,138.37,135.01,140.71,1872446
2015-02-12,138.25,142.1,135.85,141.4,1403497
2015-02-13,137.4,143.11,135.73,138.1,1400550
2015-02-17,141.36,137.58,134.3,138.14,1258386
2015-02-18,142.4,137.47,142.06,140.04,1071124
2015-02-19,138.19,144.2,139.96,138.09,1194964
2015-02-20,138.33,144.36,138.73,141.4,1559039
2015-02-23,142.63,141.33,142.5,144.03,1095289
2015-02-24,144.28,141.19,141.93,144.28,724644
2015-02-25,139.4,139.79,142.35,139.02,993616
2015-02-26,142.63,139.77,141.3,142.43,783035
2015-02-27,142.59,144.54,140.24,139.87,847517
2015-03-02,141.54,144.65,138.35,144.94,798762
2015-03-03,139.62,143.85,141.69,142.73,907997
2015-03-04,141.87,141.51,139.38,139.95,1140028
2015-03-05,136.87,137.05,140.73,140.05,636219
2015-03-06,138.91,134.9,136.8,136.14,1173610
2015-03-09,136.54,135.95,132.98,135.34,1016330
2015-03-10,138.04,137.38,131.2,130.59,1204500
2015-03-11,131.3,135.38,132.65,128.68,1302644
2015-03-12,129.78,134.7,133.0,136.59,1083138
2015-03-13,132.96,131.03,132.19,135.98,772145
2015-03-16,131.91,133.4,135.0,131.3,906856
2015-03-17,130.59,130.41,129.17,132.1,815508
2015-03-18,130.63,134.33,131.27,136.5,1068784
2015-03-19,133.7,135.28,134.46,134.99,897370
2015-03-20,134.92,136.4,137.6,137.17,1220957
2015-03-23,137.64,134.65,139.33,137.78,543496
2015-03-24,133.98,136.95,135.4,137.8,656879
2015-03-25,133.54,137.7,138.93,136.35,986378
2015-03-26,132.32,133.9,136.93,136.98,573436
2015-03-27,136.81,137.25,133.84,135.81,580979
2015-03-30,133.87,135.19,136.37,135.89,467868
2015-03-31,133.04,133.23,131.77,132.3,646523
2015-04-01,137.16,137.09,130.03,134.6,1038336
2015-04-02,133.05,136.94,137.49,138.41,1442640
2015-04-06,136.36,143.98,133.85,138.79,1877445
2015-04-07,144.93,146.19,143.0,142.88,1563653
2015-04-08,141.48,143.92,142.9,145.95,930562
2015-04-09,144.26,144.23,140.17,146.2,880958
2015-04-10,140.61,144.45,139.09,138.62,957367
2015-04-13,141.41,145.0,137.9,143.3,663069
2015-04-14,142.49,144.65,136.77,139.11,509888
2015-04-15,140.0,143.48,142.19,141.09,659146
2015-04-16,141.14,139.95,141.09,137.6,706556
2015-04-17,141.81,142.65,134.52,134.02,815681
2015-04-20,137.4,140.38,137.09,139.18,742407
2015-04-21,141.02,142.48,136.33,141.85,775432
2015-04-22,142.72,138.21,138.78,138.37,632504
2015-04-23,139.95,144.73,141.31,142.75,602112
2015-04-24,138.7,142.35,142.39,136.83,491892
2015-04-27,140.4,143.76,141.96,138.5,474644
2015-04-28,137.09,137.07,139.6,136.98,528432
2015-04-29,138.1,137.4,136.19,140.44,892376
2015-04-30,135.01,137.73,137.76,136.9,844054
2015-05-01,137.9,137.55,140.34,138.66,740337
2015-05-04,141.71,140.46,140.23,140.33,714198
2015-05-05,135.43,138.63,137.23,137.5,652560
2015-05-06,135.75,141.43,138.0,134.52,626559
2015-05-07,139.75,140.2,133.24,134.49,631204
2015-05-08,139.0,136.08,136.45,139.06,748322
2015-05-11,135.7,136.54,137.62,137.66,1103456
2015-05-12,138.65,136.45,137.62,138.1,1888062
2015-05-13,132.0,138.45,133.78,133.11,3358319
2015-05-14,131.77,133.84,133.62,132.56,1637765
2015-05-15,138.14,134.6,134.08,138.89,955531
2015-05-18,134.96,137.88,132.75,138.55,769345
2015-05-19,133.76,139.08,134.89,134.7,901665
2015-05-20,136.93,132.48,131.09,136.53,1072213
2015-05-21,132.28,136.39,135.19,133.12,897156
2015-05-22,132.73,138.7,137.15,133.76,708595
2015-05-26,137.91,133.82,134.17,134.02,1228031
2015-05-27,131.79,134.55,131.86,130.49,776313
2015-05-28,135.62,133.88,134.96,136.38,1071873
2015-05-29,132.96,138.35,136.0,131.0,808836
2015-06-01,133.68,133.87,134.28,136.6,764379
2015-06-02,138.7,139.46,137.49,136.55,1862709
2015-06-03,141.11,138.93,136.82,142.13,1190775
2015-06-04,141.88,144.66,142.71,142.78,969550
2015-06-05,139.0,139.43,138.54,141.4,921407
2015-06-08,137.3,138.33,140.1,139.45,604378
2015-06-09,136.9,139.23,141.11,140.79,707060
2015-06-10,142.9,138.28,139.35,142.17,626936
2015-06-11,141.16,139.65,137.39,141.64,541613
2015-06-12,138.17,136.66,135.48,139.69,366809
2015-06-15,140.28,139.81,138.19,139.7,528319
2015-06-16,135.9,139.91,138.07,138.18,751063
2015-06-17,137.75,136.39,138.32,140.14,743038
2015-06-18,141.98,142.0,138.9,143.0,1255814
2015-06-19,146.0,140.9,139.19,142.24,1162199
2015-06-22,142.0,144.98,143.68,139.63,597722
2015-06-23,143.44,143.0,141.58,144.69,598004
2015-06-24,140.4,139.0,138.2,138.7,976733
2015-06-25,144.31,140.34,139.93,138.38,627069
2015-06-26,143.28,139.62,141.25,143.55,1403366
2015-06-29,140.26,138.36,134.04,133.86,868737
2015-06-30,135.46,140.37,135.19,138.47,604204
2015-07-01,137.43,134.23,137.91,133.97,877496
2015-07-02,139.03,137.37,134.43,135.36,647054
2015-07-06,140.36,140.2,137.35,137.31,692202
2015-07-07,136.32,137.92,133.03,133.92,622118
2015-07-08,138.68,134.8,130.46,130.38,743961
2015-07-09,133.8,136.2,133.29,131.85,624888
2015-07-10,135.0,132.39,129.97,132.1,806754
2015-07-13,134.0,139.35,137.03,140.7,847076
2015-07-14,135.5,136.94,134.11,139.48,543026
2015-07-15,140.68,137.31,136.3,137.5,652918
2015-07-16,133.58,139.2,134.14,134.17,509526
2015-07-17,137.3,136.0,130.48,131.32,444412
2015-07-20,136.08,137.22,135.16,136.92,725754
2015-07-21,130.58,134.95,132.81,131.18,470622
2015-07-22,133.96,136.12,130.2,130.03,503356
2015-07-23,133.0,135.18,129.66,132.46,393546
2015-07-24,132.02,132.6,129.05,128.63,601643
2015-07-27,127.85,127.0,126.48,127.0,796258
2015-07-28,127.7,131.92,126.61,128.24,803172
2015-07-29,132.35,130.16,130.54,132.05,541887
2015-07-30,129.91,128.5,127.43,128.01,565505
2015-07-31,128.09,130.98,128.08,128.69,1229562
2015-08-03,127.24,128.03,122.91,126.81,2297668
2015-08-04,127.83,131.67,125.27,126.7,1520122
2015-08-05,129.87,132.43,122.2,125.0,2268615
2015-08-06,123.69,122.8,122.21,123.58,2295981
2015-08-07,120.94,123.59,120.0,120.5,1455460
2015-08-10,126.77,124.81,125.13,124.52,1392402
2015-08-11,121.91,125.88,118.51,123.0,1219868
2015-08-12,121.27,121.04,118.2,121.0,1145127
2015-08-13,118.87,120.2,120.76,120.98,911803
2015-08-14,122.8,121.84,121.39,118.0,1221002
2015-08-17,123.02,122.71,119.37,121.32,732706
2015-08-18,124.0,121.49,120.55,118.6,1020690
2015-08-19,122.86,122.37,120.31,121.11,1205883
2015-08-20,116.66,120.09,117.02,117.1,1489855
2015-08-21,115.48,114.6,112.86,113.93,1516238
2015-08-24,106.88,115.3,105.09,109.38,2314052
2015-08-25,111.0,111.9,106.55,105.57,1308943
2015-08-26,112.25,112.92,107.83,109.31,1355348
2015-08-27,111.82,111.7,108.74,109.7,1165833
2015-08-28,113.17,114.81,112.6,115.87,1059295
2015-08-31,112.1,117.66,113.85,113.52,1156795
2015-09-01,111.05,112.29,112.01,113.44,785168
2015-09-02,114.23,112.25,110.5,113.8,611577
2015-09-03,112.0,114.84,114.19,111.39,954730
2015-09-04,111.21,112.71,108.68,110.23,539516
2015-09-08,112.27,113.63,111.09,112.2,652801
2015-09-09,116.06,116.0,110.3,111.14,668622
2015-09-10,112.9,114.24,113.24,111.87,661550
2015-09-11,111.66,111.44,111.1,112.29,653020
2015-09-14,110.51,113.48,110.81,111.65,635362
2015-09-15,109.61,114.1,111.0,113.45,746527
2015-09-16,111.48,118.63,112.8,120.2,1307024
2015-09-17,119.84,120.25,116.37,115.5,1267181
2015-09-18,114.7,115.19,110.31,112.03,1034934
2015-09-21,112.74,112.14,112.51,112.66,1160787
2015-09-22,114.0,112.45,111.54,115.24,804121
2015-09-23,115.44,115.45,111.85,113.03,564472
2015-09-24,109.94,115.33,112.02,111.7,956033
2015-09-25,113.72,111.87,108.24,112.07,765402
2015-09-28,109.15,110.97,107.4,107.18,774355
2015-09-29,107.04,109.25,108.08,106.2,728288
2015-09-30,114.66,121.19,116.66,122.39,5003360
2015-10-01,118.8,118.71,118.55,116.73,1565258
2015-10-02,120.38,121.03,117.9,117.61,1114315
2015-10-05,124.1,121.76,120.83,124.4,959153
2015-10-06,122.3,124.9,121.53,122.12,1006821
2015-10-07,120.93,123.96,118.6,120.74,1129563
2015-10-08,122.15,125.85,122.0,123.81,979671
2015-10-09,124.0,122.92,122.2,121.22,771319
2015-10-12,126.17,129.0,121.36,121.29,603625
2015-10-13,121.4,123.25,120.72,122.59,638783
2015-10-14,121.34,122.2,120.46,123.27,745637
2015-10-15,122.53,124.78,116.7,118.57,832058
2015-10-16,120.82,122.45,115.84,121.7,748441
2015-10-19,120.13,119.44,121.28,120.45,947682
2015-10-20,122.31,122.43,121.0,118.49,1002225
2015-10-21,119.73,118.3,117.5,118.36,977076
2015-10-22,120.73,118.84,119.03,118.48,423356
2015-10-23,117.62,118.5,113.51,114.07,2032838
2015-10-26,117.2,119.24,116.0,116.6,654027
2015-10-27,118.3,117.84,115.41,113.86,943393
2015-10-28,113.81,115.55,116.08,112.77,889329
2015-10-29,113.97,111.06,114.27,112.04,1265371
2015-10-30,115.39,116.0,115.14,111.74,1042161
2015-11-02,113.61,114.26,112.24,115.61,578504
2015-11-03,111.63,117.74,111.42,115.29,1240736
2015-11-04,117.65,118.78,116.26,115.73,1418143
2015-11-05,129.0,136.95,129.43,135.9,4803672
2015-11-06,134.74,141.84,131.76,142.52,2405186
2015-11-09,142.0,136.95,139.47,136.18,1599268
2015-11-10,136.49,141.2,135.46,134.1,1088514
2015-11-11,137.45,133.07,126.98,127.73,2092304
2015-11-12,129.82,127.47,123.19,125.84,1415047
2015-11-13,124.0,121.62,116.95,125.42,2111871
2015-11-16,122.74,121.5,123.11,124.77,1055131
2015-11-17,124.9,124.5,119.15,123.6,1462498
2015-11-18,123.63,122.07,122.47,121.57,1141769
2015-11-19,122.91,128.6,123.73,127.63,1472320
2015-11-20,127.79,127.61,122.63,126.62,1085812
2015-11-23,128.0,127.28,128.03,130.0,925878
2015-11-24,126.01,126.32,127.27,128.68,1188214
2015-11-25,130.48,131.24,127.16,126.98,621554
2015-11-27,131.57,131.44,127.45,128.18,416110
2015-11-30,128.36,127.53,127.16,125.64,1162987
2015-12-01,130.65,126.76,126.12,128.13,761205
2015-12-02,129.09,130.05,130.13,131.22,999779
2015-12-03,125.01,126.6,121.97,123.16,1645551
2015-12-04,126.56,124.93,124.41,122.89,1671289
2015-12-07,121.36,122.6,119.3,122.19,1288275
2015-12-08,121.0,120.0,119.7,124.29,1876610
2015-12-09,119.89,123.5,119.22,122.77,910359
2015-12-10,119.55,120.12,119.2,116.14,721266
2015-12-11,119.32,116.64,113.17,116.21,1108368
2015-12-14,118.5,114.26,115.78,113.95,891809
2015-12-15,119.21,119.07,118.33,115.95,783811
2015-12-16,115.0,118.95,116.83,120.06,818188
2015-12-17,121.0,116.64,115.54,113.92,1208488
2015-12-18,113.79,114.18,110.38,115.33,2055243
2015-12-21,117.12,116.26,113.39,112.69,801391
2015-12-22,115.78,116.39,111.79,117.09,1106975
2015-12-23,117.99,115.75,112.86,119.03,806016
2015-12-24,115.19,116.14,112.19,118.29,364349
2015-12-28,114.52,119.18,111.63,113.43,447556
2015-12-29,115.21,115.54,116.91,114.97,454710
2015-12-30,118.83,115.54,113.98,116.34,695417
2015-12-31,114.74,118.57,114.85,111.98,532219
2016-01-04,113.19,113.3,112.01,113.07,1426351
2016-01-05,117.22,113.58,109.6,111.88,1059377
2016-01-06,112.97,114.0,109.9,108.9,1439247
2016-01-07,110.44,112.2,104.57,104.86,1181140
2016-01-08,110.0,109.48,104.92,106.55,1070399
2016-01-11,107.67,107.83,102.9,106.4,1345083
2016-01-12,105.8,107.85,105.05,107.93,1121794
2016-01-13,107.11,109.11,104.64,104.55,1056002
2016-01-14,101.45,104.52,102.07,105.48,1192246
2016-01-15,100.27,104.71,102.78,101.34,1425171
2016-01-19,106.4,108.0,103.07,102.8,1383843
2016-01-20,103.54,108.21,102.85,106.5,2366604
2016-01-21,104.36,109.27,106.52,108.62,1681128
2016-01-22,110.96,114.8,109.29,111.18,1062953
2016-01-25,107.85,112.11,106.88,111.34,918658
2016-01-26,111.38,112.6,110.03,111.41,973533
2016-01-27,108.29,114.55,107.38,110.2,1123661
2016-01-28,114.25,113.82,112.19,111.45,1067344
2016-01-29,115.26,117.75,114.05,116.4,1475125
2016-02-01,113.8,118.4,112.07,115.94,1403780
2016-02-02,116.54,119.36,115.04,114.11,2095165
2016-02-03,114.3,117.26,113.2,116.86,2345827
2016-02-04,108.24,106.0,88.64,90.9,10967716
2016-02-05,90.74,94.2,89.64,89.66,5049449
2016-02-08,85.5,89.6,85.0,85.77,2877658
2016-02-09,88.36,87.58,84.99,85.3,2354911
2016-02-10,87.3,87.26,83.0,84.5,2552859
2016-02-11,85.41,89.4,84.61,87.32,1846743
2016-02-12,83.9,92.1,83.9,90.71,2580146
2016-02-16,89.18,91.53,88.36,92.46,1388275
2016-02-17,91.99,93.61,89.12,90.5,1598085
2016-02-18,91.2,91.54,88.77,90.19,764884
2016-02-19,91.0,92.69,89.24,88.87,843693
2016-02-22,89.82,92.52,92.07,92.0,1109348
2016-02-23,94.02,94.07,93.77,93.7,1123649
2016-02-24,91.98,93.46,90.71,94.28,1077465
2016-02-25,92.2,94.98,89.8,95.08,871530
2016-02-26,92.89,96.21,92.8,93.31,964898
2016-02-29,92.17,94.01,92.21,93.13,743652
2016-03-01,96.06,95.63,93.6,95.9,1112841
2016-03-02,97.9,96.2,95.47,96.04,670224
2016-03-03,98.67,98.0,94.6,99.74,1134995
2016-03-04,98.93,102.91,96.18,97.83,1160842
2016-03-07,101.47,100.0,98.3,101.8,1481251
2016-03-08,99.42,102.88,99.74,100.2,983935
2016-03-09,98.87,99.0,96.91,100.21,869518
2016-03-10,99.05,100.64,97.13,101.0,959819
2016-03-11,101.2,101.99,97.5,102.67,744388
2016-03-14,100.65,101.81,100.1,99.76,690941
2016-03-15,100.78,102.23,97.25,98.8,646710
2016-03-16,98.91,101.7,97.64,99.56,1183261
2016-03-17,95.83,101.04,98.86,100.38,939339
2016-03-18,98.31,102.04,100.2,99.62,1214006
2016-03-21,98.69,104.51,99.8,103.9,964278
2016-03-22,101.95,102.59,98.83,98.54,664901
2016-03-23,99.0,97.57,98.76,97.41,782195
2016-03-24,99.46,100.07,95.9,98.31,614629
2016-03-28,100.43,101.19,99.52,97.86,731119
2016-03-29,96.17,100.61,97.28,100.3,769564
2016-03-30,100.31,101.4,97.58,98.45,837195
2016-03-31,101.26,97.91,98.98,98.8,982706
2016-04-01,100.22,99.79,96.2,100.72,1130855
2016-04-04,97.67,101.07,94.52,97.0,1230929
2016-04-05,97.4,97.17,94.97,95.65,1026017
2016-04-06,97.78,100.58,94.21,97.79,1456267
2016-04-07,100.23,98.8,95.78,97.88,963228
2016-04-08,95.0,97.81,93.78,91.73,1399911
2016-04-11,93.0,94.81,92.0,91.07,911211
2016-04-12,94.97,92.09,90.87,93.86,1411173
2016-04-13,94.1,96.44,93.02,96.08,1218188
2016-04-14,96.19,96.93,92.97,92.76,930219
2016-04-15,96.75,95.14,95.19,98.79,1439142
2016-04-18,98.6,96.7,95.0,96.88,648035
2016-04-19,96.8,100.6,95.6,97.38,732328
2016-04-20,95.42,96.11,98.1,98.63,769454
2016-04-21,97.25,100.65,97.14,97.06,936619
2016-04-22,98.14,96.93,98.0,98.48,818936
2016-04-25,96.21,95.95,94.82,94.97,923245
2016-04-26,97.5,98.15,95.04,97.14,983991
2016-04-27,99.3,99.28,99.04,96.48,1210555
2016-04-28,97.15,100.53,96.34,94.94,988805
2016-04-29,98.0,97.09,92.46,94.82,828012
2016-05-02,95.48,99.19,93.32,98.38,609872
2016-05-03,97.08,95.45,97.77,97.04,779135
2016-05-04,94.36,97.81,96.98,97.59,609146
2016-05-05,95.62,96.95,94.29,95.0,943806
2016-05-06,92.1,95.06,93.46,90.61,1292440
2016-05-09,92.0,93.3,90.24,92.4,1767253
2016-05-10,87.75,91.6,88.79,90.21,1544806
2016-05-11,87.09,88.12,84.51,86.1,3756693
2016-05-12,92.69,94.34,84.41,89.34,5909716
2016-05-13,86.95,91.32,86.39,86.9,3193246
2016-05-16,88.45,88.91,86.9,89.7,2635154
2016-05-17,86.0,93.77,86.23,88.13,1667160
2016-05-18,88.3,92.3,90.5,90.0,1651706
2016-05-19,89.91,93.45,88.19,93.26,1446768
2016-05-20,93.71,94.52,92.0,93.1,1240755
2016-05-23,93.97,94.0,93.54,94.13,2096411
2016-05-24,93.36,96.8,92.39,95.4,1111957
2016-05-25,95.0,96.9,93.4,97.59,985507
2016-05-26,97.16,97.11,96.9,96.03,931361
2016-05-27,96.7,95.33,97.8,94.98,688194
2016-05-31,98.25,94.6,97.1,97.14,973140
2016-06-01,95.71,98.02,95.43,99.59,954533
2016-06-02,96.5,96.66,99.12,100.5,874940
2016-06-03,99.84,99.29,99.13,98.01,1687990
2016-06-06,100.26,99.79,97.8,96.72,1365529
2016-06-07,86.63,100.33,90.36,95.82,8012949
2016-06-08,95.51,98.0,94.5,96.13,2203951
2016-06-09,96.71,99.9,95.5,100.12,1979627
2016-06-10,98.28,100.6,98.19,99.0,1968393
2016-06-13,96.79,99.0,96.27,95.17,1448201
2016-06-14,94.42,98.57,92.14,94.25,1679050
2016-06-15,93.68,98.1,95.3,95.18,2055827
2016-06-16,94.94,96.16,94.39,96.0,995737
2016-06-17,95.41,96.0,95.89,99.85,1539616
2016-06-20,100.25,101.21,99.58,97.8,1156426
2016-06-21,97.8,101.8,96.2,98.02,1487478
2016-06-22,99.5,101.4,97.67,98.9,1035462
2016-06-23,100.18,101.39,98.09,99.91,1033838
2016-06-24,94.33,96.9,90.28,92.5,2873091
2016-06-27,90.78,88.61,86.9,87.65,2836296
2016-06-28,92.18,91.25,89.1,91.08,1393401
2016-06-29,92.7,91.84,92.12,89.06,1537513
2016-06-30,90.7,90.64,89.1,93.93,1229674
2016-07-01,91.72,92.34,90.06,92.14,1080959
2016-07-05,93.3,93.07,87.84,90.02,1085210
2016-07-06,88.0,91.12,88.59,93.17,1071885
2016-07-07,90.76,95.0,93.2,95.38,1052223
2016-07-08,96.39,98.3,92.57,93.43,868017
2016-07-11,95.05,99.55,96.62,96.53,1559087
2016-07-12,99.67,98.91,99.82,99.71,1728924
2016-07-13,102.28,102.36,100.5,100.81,866072
2016-07-14,100.93,103.27,98.71,101.59,639331
2016-07-15,102.72,101.04,101.85,101.71,627641
2016-07-18,100.36,100.83,99.64,103.65,908644
2016-07-19,103.0,101.0,102.11,100.7,524132
2016-07-20,102.04,102.24,100.02,102.85,484776
2016-07-21,103.12,101.46,100.67,101.21,568242
2016-07-22,99.92,103.15,101.85,100.09,546995
2016-07-25,102.73,101.7,98.65,104.49,595447
2016-07-26,102.96,105.77,101.36,103.63,773122
2016-07-27,104.09,106.04,100.98,99.46,1150764
2016-07-28,100.8,100.3,96.8,100.5,1116838
2016-07-29,99.6,102.95,101.04,99.94,746834
2016-08-01,99.86,100.67,97.5,101.07,746693
2016-08-02,101.91,100.54,96.4,97.5,1231751
2016-08-03,93.24,97.21,93.71,96.18,1768455
2016-08-04,94.66,97.56,95.92,97.71,958010
2016-08-05,97.67,96.83,97.69,96.53,729108
2016-08-08,97.7,98.37,95.45,99.51,763118
2016-08-09,98.93,97.19,94.61,96.98,1723955
2016-08-10,103.4,109.0,104.07,106.48,3935686
2016-08-11,107.42,114.0,106.13,112.2,3049903
2016-08-12,108.94,113.06,109.44,111.03,1359328
2016-08-15,109.3,110.32,112.57,113.98,1117026
2016-08-16,110.41,111.5,109.7,112.11,634327
2016-08-17,108.62,112.63,108.81,110.8,967535
2016-08-18,108.11,110.97,109.91,108.97,584813
2016-08-19,108.56,111.51,109.96,114.04,570421
2016-08-22,109.01,110.73,110.28,111.17,570101
2016-08-23,112.87,110.8,113.32,111.64,688602
2016-08-24,111.7,110.67,110.11,108.18,620645
2016-08-25,111.95,110.51,109.72,111.25,549770
