date,open,high,low,close,volume
2015-01-02,77.54,79.08,73.47,74.55,1351010
2015-01-05,75.21,74.52,74.52,74.97,2047576
2015-01-06,75.58,75.95,74.78,74.39,2037912
2015-01-07,73.74,75.42,73.87,76.93,1765808
2015-01-08,75.1,78.5,74.65,78.0,2162560
2015-01-09,77.47,78.07,77.19,77.88,2470270
2015-01-12,77.4,76.65,75.0,75.57,2141147
2015-01-13,78.48,80.37,75.15,76.57,3024159
2015-01-14,75.7,77.49,75.78,76.39,1935092
2015-01-15,74.22,75.39,72.58,73.11,3211564
2015-01-16,72.93,72.99,72.14,73.83,2273418
2015-01-20,74.36,75.4,74.42,73.33,2962487
2015-01-21,73.62,75.06,71.58,73.23,3305734
2015-01-22,72.95,73.35,72.75,72.54,4086113
2015-01-23,72.6,73.02,72.02,73.28,3531656
2015-01-26,71.74,73.09,72.53,73.23,2464789
2015-01-27,71.07,73.11,72.72,74.27,2764428
2015-01-28,73.11,74.32,72.0,74.15,2755191
2015-01-29,73.2,75.03,72.69,73.61,3213283
2015-01-30,70.67,72.94,69.56,71.72,3087562
2015-02-02,69.65,71.28,70.44,71.1,4053560
2015-02-03,73.03,74.0,71.2,71.21,3063590
2015-02-04,72.0,70.8,71.23,70.6,7991286
2015-02-05,70.29,70.45,72.31,72.43,2827051
2015-02-06,73.93,71.72,70.62,71.96,3699307
2015-02-09,71.07,70.2,70.68,70.62,4473518
2015-02-10,72.36,73.06,71.01,69.96,3768565
2015-02-11,72.5,73.4,71.99,72.98,2984522
2015-02-12,71.45,72.6,70.97,74.0,4018789
2015-02-13,73.68,76.94,74.18,75.47,5809527
2015-02-17,77.78,77.19,75.65,79.2,2986765
2015-02-18,77.57,77.13,78.53,75.9,3430450
2015-02-19,78.53,76.18,75.22,75.73,3658959
2015-02-20,77.65,78.58,77.0,78.7,2349873
2015-02-23,78.01,80.0,77.94,76.98,2551355
2015-02-24,78.51,78.21,78.02,77.08,1813337
2015-02-25,79.13,79.47,78.21,81.45,2809222
2015-02-26,79.3,79.62,79.0,80.03,1973989
2015-02-27,78.13,79.8,78.63,78.85,1780703
2015-03-02,78.51,79.58,77.14,79.5,1985402
