date,open,high,low,close,volume
2015-01-02,201.21,201.01,193.47,193.05,516963
2015-01-05,192.51,201.0,193.3,196.83,748293
2015-01-06,196.87,199.3,193.15,189.24,859652
2015-01-07,197.71,198.58,195.9,196.07,634221
2015-01-08,199.03,206.43,201.34,197.55,883136
2015-01-09,204.0,204.29,202.33,206.33,911391
2015-01-12,207.07,203.22,195.94,208.21,887483
2015-01-13,206.92,208.66,201.58,204.9,1207225
2015-01-14,198.61,209.17,203.5,202.85,1122497
2015-01-15,203.76,208.1,198.32,203.03,912109
2015-01-16,202.23,205.05,202.49,208.58,641277
2015-01-20,204.6,204.75,202.59,198.09,746117
2015-01-21,205.4,203.65,198.63,199.31,914131
2015-01-22,209.03,204.49,207.41,202.04,977370
2015-01-23,201.19,203.51,204.75,202.53,384839
2015-01-26,204.82,208.71,203.68,207.88,467536
2015-01-27,204.94,205.9,207.7,207.22,475024
2015-01-28,206.71,212.36,205.63,209.01,1182519
2015-01-29,210.58,210.37,204.4,208.11,1037217
2015-01-30,206.0,208.91,205.1,205.32,822414
2015-02-02,201.01,210.75,198.0,204.09,1341750
2015-02-03,204.95,208.73,198.3,201.35,1216801
2015-02-04,210.41,219.87,212.41,223.17,2246505
2015-02-05,216.21,219.9,211.8,216.36,1174931
2015-02-06,214.9,218.5,216.4,218.77,848414
2015-02-09,217.09,221.36,205.93,208.04,1102883
2015-02-10,211.94,216.52,213.9,212.98,841471
2015-02-11,210.7,214.96,216.13,209.08,625670
2015-02-12,210.19,219.45,215.47,221.11,1151426
2015-02-13,215.0,215.56,217.17,215.44,496247
2015-02-17,214.42,224.3,216.24,216.52,721278
2015-02-18,217.84,215.65,213.85,218.0,751767
2015-02-19,222.18,220.53,218.61,219.73,837308
2015-02-20,211.42,214.17,218.62,222.75,817753
2015-02-23,220.41,220.01,214.92,222.4,608854
2015-02-24,222.0,223.65,216.0,221.9,683676
2015-02-25,222.21,221.87,213.71,219.42,836260
2015-02-26,222.85,217.6,216.69,222.7,771015
2015-02-27,219.7,217.14,218.09,219.19,621701
2015-03-02,212.13,217.0,222.33,225.0,751742
2015-03-03,218.94,223.33,217.93,222.08,549430
2015-03-04,223.3,221.4,213.31,217.79,730503
2015-03-05,215.3,214.76,219.59,211.6,777649
2015-03-06,216.8,214.14,202.3,205.86,1221960
2015-03-09,210.76,211.22,207.59,208.7,955167
2015-03-10,214.41,213.15,204.79,208.05,758044
2015-03-11,213.24,206.54,198.21,205.65,1351538
2015-03-12,204.24,206.97,203.6,204.32,683079
2015-03-13,201.54,204.22,199.99,203.9,868434
2015-03-16,207.07,208.61,197.33,201.64,628890
2015-03-17,203.5,206.22,203.9,197.25,800201
2015-03-18,196.8,208.17,191.34,202.73,1458065
2015-03-19,207.2,206.84,198.81,201.99,1139338
2015-03-20,198.39,207.95,202.46,199.93,1025032
2015-03-23,205.0,209.39,199.1,200.88,834478
2015-03-24,205.73,208.39,204.02,207.09,908881
2015-03-25,201.57,207.51,194.95,201.3,684045
2015-03-26,200.85,206.17,194.2,202.63,1063337
2015-03-27,196.0,199.58,195.47,201.8,565242
2015-03-30,205.09,204.14,205.32,209.79,707095
2015-03-31,206.91,211.95,206.63,203.21,1042128
