date,open,high,low,close,volume
2015-01-02,56.38,55.76,53.63,55.72,2635976
2015-01-05,52.89,54.77,52.82,52.6,4218371
2015-01-06,55.01,53.65,52.97,53.47,3884205
2015-01-07,53.09,52.83,52.96,53.6,3842314
2015-01-08,54.92,54.25,54.35,55.8,2876423
2015-01-09,53.66,56.1,54.56,53.06,1572121
2015-01-12,54.42,53.62,53.44,54.37,2823716
2015-01-13,54.8,55.29,53.53,55.6,4138122
2015-01-14,52.96,54.03,52.7,54.07,2878272
2015-01-15,55.24,55.7,53.26,55.76,3811952
2015-01-16,55.27,56.44,54.18,56.39,2800238
2015-01-20,54.81,55.6,54.76,54.56,2985042
2015-01-21,55.43,56.93,55.1,56.66,2304497
2015-01-22,56.55,55.24,55.4,56.17,2826472
2015-01-23,55.47,55.9,54.37,54.19,1851511
2015-01-26,55.95,55.7,55.73,54.6,3396022
2015-01-27,54.09,55.18,53.88,55.01,3241684
2015-01-28,56.78,57.15,54.7,54.49,4578092
2015-01-29,53.28,56.1,53.18,55.3,4249447
2015-01-30,53.3,54.49,52.56,53.32,3104840
2015-02-02,54.84,55.01,52.45,52.85,3839502
2015-02-03,53.06,55.02,53.01,56.04,2399132
2015-02-04,55.17,56.36,56.1,55.73,2960091
2015-02-05,54.92,57.82,55.81,55.36,2237033
2015-02-06,56.93,55.3,54.97,55.28,2147190
2015-02-09,56.08,56.72,54.3,55.53,1922066
2015-02-10,56.86,57.2,54.7,58.29,3100248
2015-02-11,57.61,56.55,56.7,57.12,2304188
2015-02-12,56.0,60.0,56.0,59.41,3784534
2015-02-13,58.15,60.3,58.35,59.53,2130440
2015-02-17,57.96,58.68,58.37,58.6,2414248
2015-02-18,58.33,59.95,57.8,58.14,2621769
2015-02-19,59.4,59.7,57.61,58.92,1896755
2015-02-20,57.65,60.19,58.05,59.72,3569822
2015-02-23,57.0,59.7,56.65,60.08,5495282
2015-02-24,56.96,59.71,57.11,57.96,2571961
2015-02-25,58.33,59.44,57.72,57.09,2090494
2015-02-26,58.91,59.48,57.81,57.54,3019281
2015-02-27,59.47,57.54,58.48,57.38,2304179
2015-03-02,56.92,57.69,57.28,58.73,1754356
2015-03-03,59.25,59.62,58.33,57.3,2141330
2015-03-04,57.02,59.29,56.01,57.98,2270258
2015-03-05,57.03,57.71,55.38,56.16,2090073
2015-03-06,56.53,56.45,55.56,56.52,4666115
2015-03-09,58.13,57.89,56.18,56.71,2424665
2015-03-10,56.51,55.75,55.73,56.26,2810811
2015-03-11,56.51,55.86,54.19,54.85,2952546
2015-03-12,55.64,57.45,56.37,57.47,2990806
2015-03-13,56.09,54.95,56.4,55.11,2980844
2015-03-16,55.63,56.78,57.11,56.52,1971188
2015-03-17,56.68,56.05,55.9,56.64,2373758
2015-03-18,55.28,56.07,53.92,55.75,3076798
2015-03-19,55.91,55.3,54.75,55.9,1984969
2015-03-20,56.99,56.76,56.06,56.29,4217206
2015-03-23,57.88,57.35,56.4,55.79,2252225
2015-03-24,55.1,55.4,55.36,56.8,1704344
