date,open,high,low,close,volume
2015-01-02,68.32,68.99,66.01,66.09,869423
2015-01-05,65.75,66.35,65.47,67.14,1383619
2015-01-06,64.6,66.51,66.07,66.22,2295051
2015-01-07,68.2,68.46,65.56,68.95,1726019
2015-01-08,68.25,70.3,69.3,69.67,1438068
2015-01-09,67.76,68.59,69.44,69.02,1371633
2015-01-12,67.01,66.48,68.34,66.77,1424106
2015-01-13,68.89,68.92,65.94,69.21,1413189
2015-01-14,68.06,70.08,66.43,68.37,2714900
2015-01-15,70.08,70.25,68.57,68.61,2359013
2015-01-16,69.39,69.7,69.0,68.17,2296771
2015-01-20,68.73,72.16,68.46,71.09,2574102
2015-01-21,71.06,71.9,68.48,71.79,5510151
2015-01-22,69.58,71.92,71.1,70.22,2317175
2015-01-23,72.38,71.91,71.56,70.7,2157387
2015-01-26,70.15,72.5,70.55,70.57,1495070
2015-01-27,70.94,70.78,71.19,70.95,1395710
2015-01-28,70.32,70.51,67.66,68.24,1716852
2015-01-29,69.21,68.94,67.3,69.79,1967821
2015-01-30,68.68,68.85,67.43,66.69,2942970
2015-02-02,68.4,68.3,65.48,69.73,1402859
2015-02-03,68.53,69.47,69.32,69.9,1491874
2015-02-04,66.86,67.89,66.42,68.05,1580715
2015-02-05,67.2,69.41,69.8,67.55,1354887
2015-02-06,69.32,68.0,68.35,67.24,1827972
2015-02-09,67.5,67.41,67.1,66.7,1579264
2015-02-10,67.04,69.41,66.3,67.07,1501270
2015-02-11,66.95,68.34,67.46,69.3,1290207
2015-02-12,65.02,65.7,62.76,66.3,5697760
2015-02-13,63.5,65.8,61.91,63.8,4060862
2015-02-17,63.82,63.5,63.7,64.61,2859530
2015-02-18,63.21,65.78,63.36,66.89,2212710
2015-02-19,65.88,65.96,65.73,66.01,2473408
2015-02-20,65.97,67.44,64.0,65.96,1562778
2015-02-23,65.71,67.5,65.7,67.4,1912166
2015-02-24,65.42,64.45,65.54,66.33,1933898
2015-02-25,66.3,67.16,64.09,67.13,2365508
2015-02-26,65.46,65.43,66.68,65.7,2288723
2015-02-27,66.11,65.7,66.86,66.92,2136210
2015-03-02,67.59,65.84,65.78,67.33,1295865
2015-03-03,65.21,66.56,64.96,65.26,2915782
2015-03-04,66.01,65.2,66.06,66.48,5160473
2015-03-05,64.87,66.02,66.11,65.68,2697057
2015-03-06,64.67,65.34,63.19,62.8,2873175
2015-03-09,65.15,65.92,64.71,64.9,1648087
2015-03-10,64.02,64.07,62.5,65.39,2530693
2015-03-11,65.0,63.57,64.24,62.71,1859552
2015-03-12,64.28,62.65,63.47,65.23,1639925
2015-03-13,63.12,64.45,62.02,62.93,1471885
2015-03-16,64.28,65.03,63.75,63.35,2051415
2015-03-17,63.62,64.96,62.0,65.07,1816290
2015-03-18,64.3,63.8,64.58,65.18,2234556
2015-03-19,63.9,63.34,64.27,64.25,2005097
2015-03-20,64.5,66.98,64.06,65.45,4548269
2015-03-23,66.07,65.37,64.13,65.58,1671489
2015-03-24,64.0,66.5,65.36,65.61,1820742
2015-03-25,64.34,65.48,65.66,65.61,5735561
2015-03-26,65.33,64.4,63.31,65.0,2576960
2015-03-27,64.73,65.05,63.0,64.45,1887810
2015-03-30,64.3,67.1,65.0,67.1,3720899
2015-03-31,67.91,69.26,67.47,67.35,4130202
2015-04-01,68.6,68.4,66.93,68.83,3678410
2015-04-02,66.62,68.88,66.78,69.35,2487390
2015-04-06,67.84,70.0,66.06,68.91,4122748
2015-04-07,69.18,67.54,66.8,68.4,1660030
2015-04-08,68.0,65.84,66.39,68.6,1989207
2015-04-09,68.06,67.65,66.45,68.33,1713256
2015-04-10,68.85,68.19,68.28,67.66,1577850
2015-04-13,69.03,67.09,65.57,65.48,1000183
2015-04-14,68.16,67.17,67.66,66.44,1758327
2015-04-15,67.4,69.12,67.83,66.93,1401496
2015-04-16,66.2,67.93,66.4,66.75,1299949
2015-04-17,66.83,65.68,66.84,65.15,1557559
2015-04-20,66.78,66.94,65.0,67.25,1691872
2015-04-21,66.32,68.05,65.93,66.5,1824363
2015-04-22,64.23,65.38,64.1,64.5,1207562
2015-04-23,64.19,66.12,66.34,66.55,969044
2015-04-24,64.13,65.8,66.32,64.84,1212342
2015-04-27,66.1,64.68,64.18,65.71,1448579
2015-04-28,64.14,64.79,66.15,66.43,1644926
2015-04-29,65.79,64.87,64.3,65.25,1246344
2015-04-30,65.09,65.53,64.94,65.16,1341606
2015-05-01,65.88,64.5,66.39,66.76,1655595
2015-05-04,66.88,64.64,66.55,64.53,2223125
2015-05-05,67.18,68.01,62.78,65.63,3303889
2015-05-06,64.37,66.4,64.5,63.34,1704658
2015-05-07,63.77,65.64,65.96,64.25,1270158
2015-05-08,67.0,66.03,66.58,65.97,1614767
2015-05-11,64.23,64.6,63.51,66.89,1491753
2015-05-12,66.38,65.65,63.8,63.99,1373275
2015-05-13,66.79,65.7,63.91,65.83,1397924
2015-05-14,65.34,67.65,65.9,65.88,1893221
2015-05-15,66.01,67.64,67.18,67.05,3185807
2015-05-18,66.15,66.73,67.4,64.96,1752757
2015-05-19,66.79,65.15,65.61,65.44,1806229
2015-05-20,64.98,66.57,67.37,64.44,1410123
2015-05-21,64.54,67.43,65.87,65.96,1041923
2015-05-22,64.66,65.11,65.14,66.1,979088
2015-05-26,64.01,65.61,63.64,65.0,1170035
2015-05-27,64.51,64.3,63.04,66.02,1495258
2015-05-28,64.32,64.61,64.27,62.64,1760872
2015-05-29,63.29,65.82,65.0,64.72,2076268
2015-06-01,64.7,64.32,64.6,63.1,1919516
2015-06-02,64.64,62.54,63.38,64.31,2309455
2015-06-03,65.03,63.48,61.85,65.08,3757619
2015-06-04,64.3,65.4,62.61,64.42,3181393
2015-06-05,62.04,64.89,62.82,61.81,1644822
2015-06-08,61.91,62.32,62.69,61.97,1764739
2015-06-09,61.62,64.5,64.0,64.58,1498625
2015-06-10,62.7,63.81,62.62,63.7,1140910
2015-06-11,64.46,62.77,64.5,63.36,1346230
2015-06-12,61.95,64.75,64.62,64.53,1066873
2015-06-15,62.77,64.2,61.89,63.2,1541148
2015-06-16,63.6,64.89,62.99,64.45,1064915
2015-06-17,62.5,63.2,64.55,64.79,1722098
2015-06-18,64.75,65.11,64.06,64.9,1431375
2015-06-19,65.9,64.79,63.93,63.92,1969712
2015-06-22,66.12,65.3,63.64,65.6,807459
2015-06-23,66.06,65.96,64.14,66.31,1693337
2015-06-24,63.47,64.99,64.55,66.29,1212225
2015-06-25,63.66,63.78,65.28,62.99,1265642
2015-06-26,65.4,64.16,64.94,63.31,4207339
2015-06-29,64.9,65.94,64.84,65.3,1569865
2015-06-30,63.23,65.98,65.2,64.9,2011755
2015-07-01,63.1,64.68,62.52,64.08,2019659
2015-07-02,63.75,65.7,66.0,63.39,1187536
2015-07-06,64.65,63.62,62.47,62.76,1219993
2015-07-07,64.8,66.66,62.69,64.42,1813880
2015-07-08,65.6,67.41,66.28,65.58,1541573
2015-07-09,64.38,65.82,66.22,65.29,1059798
2015-07-10,66.71,65.89,65.86,64.07,1224247
2015-07-13,66.56,65.97,65.98,64.44,743304
2015-07-14,67.12,66.63,66.3,65.31,664160
2015-07-15,65.42,66.13,64.9,64.02,817680
2015-07-16,67.09,65.79,66.91,66.6,1315980
2015-07-17,66.41,66.6,66.07,66.51,1558955
2015-07-20,66.99,66.89,64.62,66.5,609226
2015-07-21,65.86,64.96,63.96,66.14,694631
2015-07-22,65.57,65.83,65.79,64.82,713204
2015-07-23,65.85,67.85,65.87,66.23,1112458
2015-07-24,64.88,66.76,66.88,65.24,1385878
2015-07-27,67.25,67.24,66.35,66.61,1446233
2015-07-28,66.28,66.14,66.46,66.6,1162256
2015-07-29,67.41,67.24,66.61,66.69,913425
