date,open,high,low,close,volume
2015-01-02,77.1,78.27,76.41,75.62,854601
2015-01-05,76.5,76.3,76.19,76.38,1316077
2015-01-06,75.51,77.34,74.5,76.7,1371949
2015-01-07,77.0,75.55,74.52,77.9,1529595
2015-01-08,80.09,81.9,78.44,78.88,1877755
2015-01-09,79.47,81.61,77.64,78.02,1212517
2015-01-12,78.6,80.76,79.15,80.07,823711
2015-01-13,78.17,79.12,75.46,79.36,1252600
2015-01-14,77.68,79.0,76.5,75.64,1706321
2015-01-15,74.96,76.82,74.25,77.22,1745765
2015-01-16,77.7,77.96,75.18,77.84,1430571
2015-01-20,77.89,78.04,75.8,78.44,1100127
2015-01-21,77.63,78.51,75.1,80.2,910728
2015-01-22,79.79,81.12,77.33,80.65,1090203
2015-01-23,81.1,81.0,78.47,81.93,1018971
2015-01-26,79.98,80.62,80.15,78.82,1023508
2015-01-27,77.45,81.4,76.58,78.1,1309215
2015-01-28,79.89,82.82,77.7,80.41,1079080
2015-01-29,77.59,81.3,76.04,81.54,1370492
2015-01-30,79.93,79.0,76.17,76.03,1264327
2015-02-02,78.41,77.95,76.23,79.44,1170284
2015-02-03,76.79,81.52,79.59,78.76,1626355
2015-02-04,79.0,82.5,77.5,78.13,984748
2015-02-05,80.59,79.93,79.78,80.79,1545451
2015-02-06,80.3,79.89,78.19,80.17,968858
2015-02-09,77.64,80.37,76.34,78.38,2021214
2015-02-10,77.47,79.62,71.92,76.79,7549884
2015-02-11,76.09,77.11,76.21,74.0,2537691
2015-02-12,75.0,77.23,75.01,77.45,1447060
2015-02-13,76.25,75.98,74.79,75.1,1826814
2015-02-17,75.69,78.42,73.4,77.2,2320963
2015-02-18,78.78,76.98,78.48,76.73,1356322
2015-02-19,79.71,78.58,77.43,77.2,1455320
2015-02-20,76.67,77.07,74.66,80.13,1441494
2015-02-23,77.04,80.73,79.7,80.0,711010
2015-02-24,78.59,77.99,76.3,78.16,1026152
2015-02-25,76.74,76.85,76.04,78.69,889731
2015-02-26,77.99,79.12,75.71,78.04,1264115
2015-02-27,80.64,77.5,77.62,78.96,2038114
2015-03-02,77.6,77.8,75.82,78.94,792678
2015-03-03,79.27,78.58,78.0,77.66,1344293
2015-03-04,76.25,76.15,76.01,74.9,1460752
2015-03-05,76.29,78.47,76.06,77.23,1392208
2015-03-06,76.0,77.6,74.28,76.67,1472431
2015-03-09,75.21,78.35,77.7,75.91,1008298
2015-03-10,76.0,75.23,76.16,76.46,1075255
2015-03-11,75.11,76.5,75.19,74.26,1441687
2015-03-12,74.87,76.33,75.98,77.85,1300884
2015-03-13,76.49,75.9,74.6,77.91,2262016
2015-03-16,78.74,79.24,78.61,78.67,1627956
2015-03-17,77.91,75.67,74.91,75.24,1474080
2015-03-18,76.04,75.9,75.64,76.44,1867620
2015-03-19,76.99,77.53,75.92,74.44,1196769
2015-03-20,74.44,78.38,73.39,76.03,1448688
2015-03-23,78.49,77.96,74.74,75.68,1197799
2015-03-24,76.4,75.65,76.0,74.33,1278759
2015-03-25,75.8,73.41,73.3,73.0,2721441
2015-03-26,73.84,75.8,73.66,74.44,1218501
2015-03-27,73.85,73.65,74.97,74.43,2353534
2015-03-30,76.58,78.0,75.5,75.54,1209442
2015-03-31,77.6,78.51,75.3,77.75,1774982
2015-04-01,74.46,76.6,75.56,77.83,1588372
2015-04-02,75.92,78.95,76.41,77.2,1206067
2015-04-06,77.17,79.0,76.08,78.46,1878895
2015-04-07,78.65,79.43,77.33,78.57,3041217
2015-04-08,79.15,82.08,79.7,78.87,2759629
2015-04-09,82.07,79.52,80.49,78.8,2719470
