date,open,high,low,close,volume
2015-01-02,57.08,57.57,55.81,54.99,860805
2015-01-05,55.88,56.3,54.9,55.35,1108726
2015-01-06,56.73,56.68,56.0,56.11,913881
2015-01-07,56.89,57.56,53.52,55.97,1969570
2015-01-08,55.71,55.65,54.46,58.0,1817697
2015-01-09,56.98,56.8,53.49,55.88,1578919
2015-01-12,53.59,55.03,53.4,53.87,1843868
2015-01-13,55.1,53.53,53.4,53.65,1433723
2015-01-14,53.19,53.5,53.28,53.0,1540695
2015-01-15,52.62,54.36,53.61,52.55,1301743
2015-01-16,53.78,53.27,54.11,52.96,1109228
2015-01-20,53.64,53.3,52.0,52.95,1696177
2015-01-21,54.05,55.11,53.5,52.94,1137023
2015-01-22,54.68,56.27,54.91,54.8,1173039
2015-01-23,54.82,57.89,54.6,57.63,2564121
2015-01-26,56.13,56.99,54.83,55.36,2509761
2015-01-27,54.5,56.81,55.0,55.55,1577039
2015-01-28,55.12,57.66,56.32,56.15,1168015
2015-01-29,55.4,57.9,57.0,56.19,1364890
2015-01-30,55.48,56.26,54.68,55.65,1347121
2015-02-02,55.3,57.15,54.9,57.2,1387950
2015-02-03,57.19,56.52,56.13,58.75,755714
2015-02-04,58.97,57.82,58.45,58.63,1355390
2015-02-05,57.03,59.05,57.27,57.69,1030327
2015-02-06,57.71,57.04,56.41,56.02,1622203
2015-02-09,60.7,61.79,59.0,60.48,5051456
2015-02-10,63.43,62.56,61.14,62.08,2923124
2015-02-11,63.76,64.63,62.71,61.4,1708340
2015-02-12,64.36,63.34,64.08,64.68,981709
2015-02-13,64.34,63.85,64.56,63.62,1497048
2015-02-17,64.75,64.81,63.86,64.27,1371615
2015-02-18,63.59,63.37,62.08,64.89,1270708
2015-02-19,63.78,65.18,64.2,61.89,2019466
2015-02-20,63.0,63.65,62.01,63.18,1684661
2015-02-23,62.26,62.14,64.01,62.21,1429890
2015-02-24,62.46,63.5,64.47,62.49,599900
2015-02-25,64.24,64.65,63.38,65.14,1064978
2015-02-26,64.0,65.3,62.88,62.5,611826
2015-02-27,64.6,63.69,64.0,62.66,736843
2015-03-02,64.78,65.75,63.38,64.95,705290
2015-03-03,65.1,64.33,63.24,64.09,728638
2015-03-04,63.46,63.79,64.04,65.18,661449
2015-03-05,63.47,63.29,64.37,62.47,800072
2015-03-06,62.47,63.18,63.71,61.78,1187300
2015-03-09,62.88,64.34,62.81,64.72,649734
2015-03-10,63.95,63.68,62.0,62.86,876653
2015-03-11,62.11,62.64,62.55,63.81,735034
2015-03-12,64.03,61.97,63.73,62.6,1236884
2015-03-13,63.07,62.8,60.66,60.88,1285642
2015-03-16,63.7,63.63,63.62,61.7,844237
2015-03-17,61.95,62.47,63.24,63.2,666088
2015-03-18,61.76,62.2,62.06,64.14,950197
2015-03-19,62.37,63.9,61.68,63.1,1312312
2015-03-20,62.12,62.75,61.75,63.2,2579436
2015-03-23,62.16,65.2,63.15,63.7,1178295
2015-03-24,63.97,63.3,62.84,61.87,930818
2015-03-25,62.6,63.55,61.35,60.91,1075887
2015-03-26,61.08,62.5,61.8,61.05,1045552
2015-03-27,62.99,62.91,60.86,62.32,792927
2015-03-30,64.1,64.57,63.32,64.88,1025227
2015-03-31,63.0,65.64,63.13,63.82,1499956
2015-04-01,63.83,65.11,63.94,66.5,1702080
2015-04-02,63.99,64.41,66.06,65.9,1030908
2015-04-06,63.51,65.55,65.0,66.96,1079859
2015-04-07,65.01,65.36,63.76,66.42,1093706
2015-04-08,65.75,65.79,66.75,64.19,969731
2015-04-09,65.98,67.06,65.97,64.31,462101
2015-04-10,64.7,66.59,65.76,64.42,798730
2015-04-13,65.52,67.81,66.89,65.4,867969
2015-04-14,64.67,67.2,64.53,67.03,810636
2015-04-15,67.12,65.04,65.95,66.17,1252809
2015-04-16,66.08,66.47,66.78,67.57,1660566
2015-04-17,68.03,66.72,67.68,66.59,2225528
2015-04-20,73.0,75.58,70.31,77.06,7988223
2015-04-21,76.19,77.76,76.76,73.71,3925769
2015-04-22,76.36,76.93,73.27,72.87,3966827
2015-04-23,74.62,75.12,75.1,73.6,2079960
2015-04-24,74.87,74.81,72.52,72.91,1587739
2015-04-27,73.46,74.0,70.92,71.58,1071823
2015-04-28,72.04,71.55,72.32,72.7,1351819
2015-04-29,73.18,72.15,70.46,73.92,997308
2015-04-30,72.76,72.73,70.39,73.07,1356269
2015-05-01,72.63,72.69,74.45,72.93,1355579
2015-05-04,72.87,75.64,73.91,71.39,942558
2015-05-05,71.58,73.05,72.17,72.98,695444
2015-05-06,72.0,71.71,71.7,71.22,805950
2015-05-07,71.78,72.55,71.66,73.32,1190329
2015-05-08,72.6,74.16,72.49,71.63,566494
2015-05-11,73.78,73.26,73.26,73.0,1320626
2015-05-12,74.57,75.03,73.76,72.2,769889
2015-05-13,72.0,71.47,71.6,73.79,891039
2015-05-14,71.48,74.0,72.83,74.51,857658
2015-05-15,74.54,75.25,71.88,73.63,647841
2015-05-18,74.59,75.48,72.15,75.16,774536
2015-05-19,73.23,74.85,73.0,74.33,646539
2015-05-20,71.98,74.0,74.06,74.15,721111
2015-05-21,73.87,73.7,74.8,72.9,608010
2015-05-22,73.29,73.47,75.39,74.7,648743
2015-05-26,73.27,75.42,72.82,75.28,599009
2015-05-27,73.1,73.3,72.58,74.3,524154
2015-05-28,73.71,75.92,75.31,75.54,419645
2015-05-29,73.07,74.23,72.1,75.36,1045064
2015-06-01,73.83,75.52,74.56,74.2,653557
2015-06-02,74.29,73.85,71.74,72.84,631558
2015-06-03,74.5,76.49,75.56,75.56,1164176
2015-06-04,75.29,73.92,75.56,72.94,840153
2015-06-05,73.29,75.1,74.82,74.88,790290
2015-06-08,72.43,73.53,73.54,74.14,651556
2015-06-09,75.68,76.17,72.6,75.44,536324
2015-06-10,75.14,75.19,72.1,73.22,569704
2015-06-11,73.3,74.98,73.84,75.22,916710
2015-06-12,75.4,76.46,74.8,72.82,766395
2015-06-15,73.84,74.21,75.7,75.89,677197
2015-06-16,75.2,73.7,75.32,74.31,764141
2015-06-17,74.52,77.08,73.35,76.95,813507
2015-06-18,76.11,78.64,77.25,79.0,797934
2015-06-19,78.18,79.38,77.74,77.31,1421717
2015-06-22,77.54,80.12,78.42,79.81,676237
2015-06-23,80.49,81.02,78.15,79.77,1225300
2015-06-24,81.61,81.17,79.71,81.08,1407013
2015-06-25,79.47,81.14,80.64,82.03,1066939
2015-06-26,80.94,79.85,78.3,79.26,1414659
2015-06-29,79.88,81.35,77.5,76.1,989835
2015-06-30,78.7,79.26,76.84,77.97,2030628
2015-07-01,77.53,79.57,76.83,78.01,1890629
2015-07-02,77.94,76.45,76.51,77.37,1444880
2015-07-06,77.66,76.66,75.81,77.63,1409583
2015-07-07,77.03,76.53,75.33,77.76,1369669
2015-07-08,76.31,79.2,79.31,80.18,2154330
2015-07-09,80.64,80.89,79.09,78.5,1608808
2015-07-10,78.93,77.68,76.87,77.67,1682040
2015-07-13,80.71,81.12,80.3,78.57,1119497
2015-07-14,79.65,80.1,81.29,79.05,2525737
2015-07-15,81.33,79.19,78.05,80.22,1087008
2015-07-16,81.22,82.88,78.27,81.51,1109858
2015-07-17,80.6,81.0,79.7,81.28,2580778
2015-07-20,82.56,86.3,84.1,86.39,4152846
2015-07-21,84.69,82.47,80.2,83.95,3166724
2015-07-22,82.41,83.85,82.32,80.31,1457604
2015-07-23,82.1,80.39,80.79,79.95,1053847
2015-07-24,80.13,82.2,80.68,82.02,1188088
2015-07-27,80.17,82.1,79.45,82.94,1112125
2015-07-28,80.7,82.4,81.58,83.32,1151644
2015-07-29,80.42,83.94,81.4,84.53,1309672
2015-07-30,80.18,81.51,80.1,80.21,1042778
2015-07-31,80.47,83.48,82.2,80.31,1892783
2015-08-03,82.38,80.26,77.78,79.67,1025481
2015-08-04,78.53,80.47,78.26,82.75,919469
2015-08-05,79.1,81.19,79.74,79.73,743553
2015-08-06,80.08,82.36,80.4,76.93,1600280
2015-08-07,77.43,81.26,78.6,79.18,1113955
2015-08-10,81.43,79.94,81.61,80.97,1152254
2015-08-11,78.93,81.99,80.99,81.17,1169173
2015-08-12,82.58,80.81,78.7,80.98,1171344
2015-08-13,80.07,83.02,79.71,83.14,783440
2015-08-14,84.4,83.0,81.92,83.19,526800
2015-08-17,83.6,81.8,80.38,82.04,590049
2015-08-18,83.13,83.17,81.01,81.6,671951
2015-08-19,82.29,83.37,80.85,82.75,762810
2015-08-20,81.69,82.09,78.98,81.66,846325
2015-08-21,80.06,78.14,78.15,77.53,1541270
2015-08-24,71.83,73.58,62.65,72.95,2440608
2015-08-25,72.84,74.1,73.45,72.05,2813609
2015-08-26,73.93,74.33,74.6,74.88,1872001
2015-08-27,75.72,77.9,72.93,75.52,1220899
2015-08-28,76.89,78.74,75.25,76.73,1143254
2015-08-31,77.9,78.76,77.17,77.26,1276624
2015-09-01,74.18,76.68,74.39,73.19,1182895
2015-09-02,76.51,76.45,75.84,76.24,2982129
2015-09-03,79.0,78.63,78.84,80.18,1852490
2015-09-04,76.28,78.35,77.8,77.23,1645217
2015-09-08,79.06,79.09,78.64,78.59,1317727
2015-09-09,78.5,79.75,76.22,76.98,1008667
2015-09-10,75.8,80.44,77.08,76.96,756598
2015-09-11,75.76,77.1,77.2,77.41,790573
2015-09-14,77.56,78.28,78.02,79.23,980673
