date,open,high,low,close,volume
2015-01-02,53.4,54.9,54.0,55.67,2206956
2015-01-05,53.66,53.71,53.14,54.68,4195103
2015-01-06,54.49,55.1,53.0,53.43,3120085
2015-01-07,53.75,53.99,53.81,54.22,3270359
2015-01-08,53.63,55.81,54.4,54.02,4098157
2015-01-09,54.21,54.95,53.3,55.28,2131322
2015-01-12,54.7,55.17,54.9,53.75,2027833
2015-01-13,55.01,53.57,54.9,54.18,2986632
2015-01-14,54.25,53.86,54.6,53.49,4430371
2015-01-15,54.4,56.36,53.46,55.41,4569131
2015-01-16,55.04,53.57,54.42,53.56,4467606
2015-01-20,55.28,55.53,53.77,57.1,5328082
2015-01-21,56.3,55.31,55.39,56.28,3580090
2015-01-22,56.64,57.3,56.2,56.22,3118741
2015-01-23,56.62,56.11,55.51,56.64,3017835
2015-01-26,56.9,55.42,54.39,55.68,3854827
2015-01-27,55.17,57.59,55.53,55.81,4949062
2015-01-28,57.5,57.42,55.51,54.43,3129152
2015-01-29,55.1,54.64,53.66,55.84,4530140
2015-01-30,53.76,55.2,52.92,53.35,4045833
2015-02-02,53.97,55.1,52.8,54.66,3765759
2015-02-03,55.32,53.6,55.39,53.76,2756443
2015-02-04,54.73,55.79,54.87,54.88,2439508
2015-02-05,54.94,54.39,55.28,54.5,2025941
2015-02-06,55.8,55.96,54.22,53.93,2082611
2015-02-09,55.14,53.57,54.1,55.0,3230558
2015-02-10,53.5,54.16,54.42,53.62,2646319
2015-02-11,54.06,54.6,54.76,55.24,2584482
2015-02-12,54.49,53.57,52.48,53.77,3199392
2015-02-13,54.05,54.55,53.86,53.94,3535243
2015-02-17,54.53,53.83,54.0,54.13,3537917
2015-02-18,53.98,54.33,54.8,55.34,2696628
2015-02-19,54.87,54.61,53.98,54.29,3553071
2015-02-20,56.04,55.84,54.95,55.76,3133354
2015-02-23,53.91,55.25,55.8,54.09,1775584
2015-02-24,55.35,54.2,53.54,53.5,2532098
2015-02-25,55.05,54.98,54.63,53.64,1876780
2015-02-26,54.02,55.71,55.09,53.99,2130791
2015-02-27,54.79,54.6,53.71,55.8,3041996
2015-03-02,53.73,54.49,53.36,55.5,1572566
2015-03-03,55.2,55.2,53.27,54.13,1697108
2015-03-04,54.6,54.88,54.43,55.86,2082036
2015-03-05,53.71,54.62,53.46,55.85,1658727
2015-03-06,54.53,53.58,54.22,52.39,3457054
2015-03-09,53.71,54.26,54.34,54.1,2193967
2015-03-10,52.63,52.51,52.91,54.01,2356011
2015-03-11,53.55,53.7,51.9,52.1,2664122
2015-03-12,53.75,55.3,52.74,55.16,2570487
2015-03-13,53.28,54.31,52.32,54.31,2335039
2015-03-16,54.93,53.01,53.61,53.15,2824163
2015-03-17,53.16,52.67,51.9,52.46,2909024
2015-03-18,53.67,55.65,51.7,53.85,5161851
2015-03-19,54.82,53.49,53.48,52.99,2576465
2015-03-20,53.39,56.2,52.88,54.45,4079374
2015-03-23,55.12,54.81,55.5,55.55,2681563
2015-03-24,56.37,56.4,55.7,55.7,2987983
2015-03-25,55.94,55.35,55.04,56.02,6829054
2015-03-26,54.37,56.03,54.45,55.9,5896925
2015-03-27,54.59,57.0,55.93,56.91,5218434
2015-03-30,57.49,58.19,55.17,58.55,7224265
2015-03-31,57.0,60.04,56.78,56.8,8025980
2015-04-01,56.54,56.82,56.7,57.01,4667986
2015-04-02,58.53,59.14,57.15,57.4,3360361
2015-04-06,58.53,60.06,58.14,58.09,4290769
2015-04-07,57.16,57.32,57.0,57.18,3155652
2015-04-08,57.4,58.31,57.68,58.19,2904164
2015-04-09,56.7,58.5,56.8,58.13,2284284
2015-04-10,56.35,58.42,56.25,58.6,3049466
2015-04-13,58.78,58.1,58.65,58.23,2631141
2015-04-14,58.4,58.81,56.32,57.85,2471214
2015-04-15,59.22,58.47,56.92,59.2,2077318
2015-04-16,58.56,57.7,58.7,56.62,2792074
2015-04-17,55.95,57.55,57.88,58.53,2713623
2015-04-20,56.95,58.28,59.2,58.34,2342268
2015-04-21,57.61,56.7,56.32,58.68,1808618
2015-04-22,56.55,57.31,57.13,57.04,1984527
2015-04-23,58.24,58.8,56.55,58.04,2452091
2015-04-24,57.93,58.44,58.5,56.65,1771942
2015-04-27,58.88,57.5,59.0,57.6,1748441
2015-04-28,58.0,58.73,56.74,56.2,1857718
2015-04-29,56.14,56.35,56.09,57.32,2130290
2015-04-30,57.19,57.61,56.88,57.42,1887063
2015-05-01,56.87,56.91,55.68,58.0,2645512
2015-05-04,58.32,56.21,55.86,56.87,1447947
2015-05-05,57.0,57.51,56.56,57.62,2120007
2015-05-06,58.57,57.97,55.54,56.6,2263293
2015-05-07,56.8,56.41,57.13,57.31,1629300
2015-05-08,57.98,58.67,58.56,58.99,1978524
2015-05-11,58.43,57.82,58.12,57.31,1374590
2015-05-12,56.06,57.9,56.9,59.2,1799133
2015-05-13,57.03,58.8,58.67,56.83,1758282
2015-05-14,58.4,58.19,56.72,59.08,2515455
2015-05-15,59.08,59.48,57.5,58.98,2225147
2015-05-18,58.4,57.13,57.05,57.47,2665443
